MMSI,Time,SOG,Longitude,Latitude,COG
26,20190414_090200,6.10,-43.135,-22.85,115.80
3,20190414_183200,5.20,-43.147,-22.849,39
3,20190414_203100,3.80,-43.128,-22.877,9.70
6,20190414_203200,11.40,-42.76,-23.054,218
26,20190415_073300,16.50,-43.126,-22.854,117.60
46,20190415_093000,11.20,-43.171,-22.903,257.70
5,20190415_133700,11.20,-43.144,-22.839,43
3,20190415_143800,5.20,-43.126,-22.873,39
3,20190415_164000,3.80,-43.153,-22.822,9.70
6,20190415_200400,10.30,-43.133,-22.894,78.10
3,20190415_213700,1.80,-43.15,-22.85,301
6,20190416_093700,20.70,-43.148,-22.91,121
6,20190416_130800,1.40,-43.154,-22.867,63
26,20190416_133900,1.20,-43.12,-22.88,65
5,20190416_170600,7.40,-43.155,-22.843,356.10
6,20190416_210200,10.40,-43.128,-22.893,253.40
46,20190416_210500,15.10,-43.139,-22.828,260
6,20190416_231100,10.40,-43.125,-22.894,253.40
